URL,Title,Brand,Price,Num of Ratings,Scores,Reviews,product_id,Answered Qs
"https://www.daraz.pk/catalog/?q=mobile+phone&_keyori=ss&from=input&spm=a2a0e.home.search.go.35e34076eMvOJ4, https://www.daraz.pk/catalog/?q=mobile+phone&_keyori=ss&from=input&spm=a2a0e.home.search.go.35e34076eMvOJ4","Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired, None",Redmi,28999,32,4.8,""" well packed, buht hi acha original mobile,, very fast delivery within just 2 days. good seller, Im very happy and satisfied, thanks\n"",  mobile is 100% genuine....😍 sealed pack.... seller is so much co operative... 🥰 price is very low than other sellers or market....👍 recommended to all....👍👍 thanks 💚\n,  very very good working.. thanks seller very responsible person. very one close Ur eye and buy it.. 💖 seal pack\n,  25 rupay ziada Lia but product acha aur original tha\n,  very very good working.. thanks seller very responsible person. very one close Ur eye and buy it.. 💖 seal pack\n,  100% satisfied.\n,  great deal...pta approved and plenty of ram 128gb.5000mah battery..hold warranty...so far good impression...hope to use it long time\n,  good, after oneday received\n,  ontime delivery, well packed and very satisfied with the product .... seller recomended\n",6bf920bb-b8a7-4ce6-9929-305e848a3db6,26
"https://www.daraz.pk/catalog/?q=mobile+phone&_keyori=ss&from=input&spm=a2a0e.home.search.go.35e34076eMvOJ4, https://www.daraz.pk/catalog/?q=mobile+phone&_keyori=ss&from=input&spm=a2a0e.home.search.go.35e34076eMvOJ4","Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM, None",Itel,27999,32,4.5,"Excellent product, genuine and original product, PTA approved. No Patched mobile. Seller sounds a very professional and committed in such deals. strongly recommended and feel free to buy this product. Thank you Daraz and Grateful to you Dear Seller...\n,  #11.11 received as per specs mentioned. highly recommended.\n,  Box was sealed and came with all accessories. The seller is recommended for geniune product.\n,  excellent device delivered before time 100% seller recommended.\n,  very beautiful thanks shop tech love you set was pin pack\n,  I am regular customer of daraz and always have a v.good Experience with daraz. Itel s23 is Excellent same as show in picture Thank you daraz\n,  Good Packing and delivery on time...Great Work\n,  recieved on time\n,  Awesome device.Thanks daraz and seller for on time delivery.\n",1c2fee28-8d99-435c-8e9c-e7201ebf5b92,54
https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4,Redmi 12C 4GB RAM -128GB ROM PTA APPROVED OFFICIAL WARRANTY,Redmi,27799,150,4.4,"Redmi ke Achi product ha.Softwear update kerna ka bad performance or be best ho gya ha. .Daraz 11 11 ma double discount(22500) per muje mil gya ha . Value for money Product ha . Recommended kerta ho ap is sealer sa product la.\n,  #11.11 I am thrilled with my experience. The mobile arrived in pristine condition, securely packed to ensure its safety during transit. Not only did it meet my expectations, but I also received the warranty card without any hassle. Thanks to Daraz and seller for providing a seamless shopping experience, and I highly recommend the Redmi 12C for its excellent condition and performance 11.11 Sale Once again thanks Daraz for this biggest sale\n,  same as shown delivered on time. safely reached mobile to me. no damages. all okay. keep it up. recommended seller. happy shoping with draz. this is my second cell phone through draz platform🥰\n,  same as shown delivered on time. safely reached mobile to me. no damages. all okay. keep it up. recommended seller. happy shoping with draz. this is my second cell phone through draz platform🥰\n,  good product original Jive Shala Mera Veer Allah Barkat Deve aamin bahut Achcha discount Diya product be originally Diye ISI Tarah kam karte raho come profit mein Barkat hai thanks shahzade thanks daraz good job\n,  Zabardast mobile hai aur #11.11 ki sale main buy kia hai discount b buht zabardast mila hai thanks to daraz and seller. mobile zabardast chal raha hai jaisa btya tha bilkul waisa e hai. #11.11 pay order kia aur dosray din hi deliver b ho gya maza aa gya. 😇😊\n,  مجھے daraz 11.11 کی سیل میں زبردست discount ملا اور موبائل بھی اوریجنل pin pack بھی ہے شکریہ daraz میں ایک اور موبائل لینے کی سوچ رہا ہوں\n,  Received the original PTA approved Mobile Phone in 11.11 camping with the discount voucher of 3500, and it is working fine, The seller is authentic and trustable, would like to order more products from this seller in future. #11.11\n,  #11.11 Redmi 12c Is Best Mobile Phone In This price Range. I Like Most In This Mobile is Powerful Chipset Helio G85. And 128Gb storage. Otherwise Camera Is Average And Charging Is Quite Slow Because Of 10W Charger. First Time I Bought Mobile From Daraz. Good Experience But Delivery Is Late. But Thanks Daraz For Amazing Sales And Discounts. 👍❤\n",d6dc612d-c0f3-4221-a27e-834e5edf7525,0
"https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4, https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4","Redmi 12C (4GB-128GB), None",Xiaomi,27999,211,4.6,"Great experience buying a mobile phone from Daraz. The assurity that the product can be returned incase if genuine product is not received compelled me to buy from Daraz rather than going to the offline market. Received the product within 24 Hours. Overall good experience and received a genuine product 👍\n, "" #11.11 Picked up the Redmi 12C during Darazs 11.11 sale, and its been a game-changer. The sleek design, vibrant display, and powerful performance make it a budget-friendly gem. Snagged it at a fantastic discount, adding even more value to this purchase. The battery life is impressive, and the camera captures stunning shots. MIUIs user-friendly interface and customization options seal the deal. The Redmi 12C is a top choice for a reliable, feature-rich, and affordable smartphone. #11.11 #daraz\n"",  #11.11 Original product i received excellent experience with this seller delivered on time with fully safe packing same as ordered bundles of thanks for seller and daraz i highly recommend this seller and shopping with daraz. Thanks daraz team\n,  Great experience buying a mobile phone from Daraz. The assurity that the product can be returned incase if genuine product is not received compelled me to buy from Daraz rather than going to the offline market. Received the product within 24 Hours. Overall good experience and received a genuine product 👍\n,  i love Xiaomi mobiles thanks daraz low price per mobile mila mujy . #11.11\n,  best mobile in this price range. The camera is average for the price. but overall performance is very good. according to pakistani market in this price range it is the best option\n, "" Mobile was in good packing, satisfied with shopping, its was a bit late deliver but its fine due to sale days. Overall Im happy with purchasing this mobile in this best price.\n"",  original mobile mila hn thanks daraz liken back cover nhi mila mobile k saht baki payking was Good Thanks seller and daraz\n,  #11.11 genuine phone, company sealed packed. delivery took few days. i am happy to get this in discounted price.\n",4afef786-3ad6-4e9c-a147-cadb662ef7ea,76
https://www.daraz.pk/products/like-new-phones-used-apple-iphone-x-silver-256-gb-pta-approved-i435087172-s2088535157.html?spm=a2a0e.searchlist.sku.2.4b404af4x2ZsjH&search=1,Like New Phones - Used Apple iPhone X - Silver 256 GB - PTA Approved,Apple,106999,1,5,"Received as promised almost 10/10 condition genuine phone with genuine parts no issue found. Thanks will buy again in shaa allah\n,  Received as promised almost 10/10 condition genuine phone with genuine parts no issue found. Thanks will buy again in shaa allah\n,  Received as promised almost 10/10 condition genuine phone with genuine parts no issue found. Thanks will buy again in shaa allah\n",c737487a-ce4f-4429-9c6f-ab1fe6ac2fc5,0
"https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4, https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4","Realme Narzo 50A Prime (4GB-128GB) PTA Approved With Official 1 Year Warranty, None",Realme,32999,82,4.1,"#11.11 PTA approved device received safely. Mobile battery was low and required charging before getting on.\n,  everything is perfect colour b same aya..😇 I am so happy thanks Daraz ..❤ highly recommended... 👌👍\n,  good mobile same as shown in the picture 😺 reviews dekh ky tu dar gaya tha but ❤️ genuine product hy pin pack pta approved and non active\n, "" I get the mobile its pta approved but made of Vietnam also its doesnt have charger thats the negative point , get the mobile on discounted rate in #11.11 . hopefully it will work for a long time 😃\n"", "" phone was brand new, box packed, came in secure packaging,cant see the PTA sticker,, but seller said it is approved,, so i believe seller words😊.\n"",  Got this in just Rs.26419 while market price is still Rs.30000. Thanks to Daraz 11.11 Exactly same as described. delivered in just 2 days. its my 4th cell phone purchase from Daraz. Amazing experience as always\n,  Yr bht he sasta mila sale mai market mai 35 ka hai 128gb or wholesale mai bhi 31 se kam mai nahi hai or dosra non active hai vip hogia mene online check kia hai original packing mai tha thanks bhai jan\n,  Buhat Acha Mobile hai 100% Original products thanks Daraz Thanks seller\n,  Mobile is the same as shown in the picture... Original product. Charger not available in the box.Satisfied with the product but delivery was far away from expectations\n",f488bd07-8d46-4351-b1d8-daf86b248cb5,133
"https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4, https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4","Infinix Note 30 Pro 8-256 GB PTA Approved With Official 1 Year Warranty, None",Infinix,64499,132,4.7,"I got what was shown, but I want to tell about the seller that my chat was not responded even after a couple of days, so please make your availability there so that the customer can place the order with full sitesify. Because the amount matters But my goal was to buy the product from there, so I took what I have and it is 💯 %authentic, and the warranty has not started yet, But the handsfree did not come out of the box, maybe not provided by the company. So the Overall experience was great and the seller is highly recommended. Thanks Daraz & Seller.🥰\n,  Great Experience as usual and I have purchased many mobiles from DARAZ but this time get maximum discount in 11/11 Sales on Note 30 pro\n,  Allahamdolilah received📩 mobile is original and new as mentioned recommended for buying. same thing which is ordered rather late delivered\n,  Acha mobile hai and same cheez delivered ki hai with fast delivery service, satisfied with daraz and seller, i bought many mobiles from daraz aj tak koi b mobile kharab nhe nikla, thanks daraz for maintenance of trust with customers. love from Rawalpindi\n,  Allahamdolilah received📩 mobile is original and new as mentioned recommended for buying. same thing which is ordered rather late delivered\n,  I received my parcel two days ago. genuine products hai ❤️❤️aur time pr delivered hua.😍 Dill khush ho gia cell dekh kr thank you so much bhai🥰\n,  buht acha phone ha original phone one year official warranty ha ❤❤\n,  real mobile set with complete box having wire charger wireless charger. jack pin with non active phone set. this is non active mobile set. i really very happy. thanks dear\n,  bahot acha mobile hy thanks daraz and seller\n",bdc929fc-35cd-404a-85bc-23c6679a70ea,202
https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4,Tecno CAMON 20 8GB RAM-256GB ROM 5000MAH BATTERY PTA APPROVED OFFICIAL BRAND WARRANTY,Tecno,48599,257,4.6,"Mobile received 2 days before delivery date. Mobile has all accessories. Mobile is looking good. But the warranty card has no information about Mobile (like IMEI number, purchase date, etc.)\n,  looks original proper pinpacked\n,  The Product is original and branded, The quality is best. Thanks Daraz.\n,  The cell phone is too good, the delivery service late. Good phone at this price. purchase on Installment by standard chartered Bank, at 3 equal installments without any mark up. Store coupon also used, after its final price was 44000\n,  Firstly the Seller Was Non Responsive Nearly After Ten Days I Got the Response From Him, Then k Delivery Was Very Late, Waited For Nearly 12 Days But The Product Was Amazing, Box Was Pin Packed & Got the Same Color, the Seller Is Trustable & I Got This Phone On 11/11 Sale In Just 42500 Where As the Market Price Is 47000. This Phone Outclassed other Phones & Brands. The Specifications Are Amazing In this Pricetag, No Any Other Brand Offer These Specifications in Price. Value For Money Product,\n,  “I am thoroughly impressed with the Tecno mobile I received. It’s not only a wonderful phone in terms of performance but also the seller’s attention to detail is much appreciated. The phone arrived with the seal intact, which reflects the seller’s commitment to delivering quality and genuine products. This not only gives me confidence in the authenticity of the device but also in the seller’s reliability. The phone itself has exceeded my expectations, offering great features and performance.\n,  I had an amazing experience with this store! The customer service was top-notch, and the product exceeded my expectations. I highly recommend them to anyone looking for quality products and excellent service.\n, "" seller didnt mark stamp on warranty card . when its warranty has started and when to end? how to claim its warranty if any issue happens but product received new and boxed pack.\n"", "" The product was delivered same as per its description, Item was Delivered in given time. excellent 💯 product in this price. Thanks to Seller Tecno and Thanks to Draz.\n""",53755dfa-5e39-4ae7-af85-bb3676be7927,0
https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4,Like New Phones - Used Apple iPhone SE 2nd Gen (2020) - Black 64 GB - PTA Approved,Apple,70999,2,3,"awesome condition...very light and tiny scratch....91 percent battery...\n,  awesome condition...very light and tiny scratch....91 percent battery...\n,  awesome condition...very light and tiny scratch....91 percent battery...\n",eae0e4a8-4387-4405-a4bf-aa456854bef7,0
https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4,Redmi A2+ - 3GB/64GB - Mediatek Helio G36 - Android 12- 5000 mAh Battery,Xiaomi,22499,357,4.7,"achhi packing but charging adapter was normal no handsfree no protector no mobile cover baqi use kr ke pta chalay ga dekhnay nice hai\n,  Alhamdulillah same recieved as shown in picture. Same specifications A1 condition and fast delivery. Thanks Daraz. i recmond it and i order one more.\n,  mobile is just go0d. average in use.. bettery timing is go0d.. camera is just average. overall ghar use k lia thek hai jaha bs call waghaira k lia instmal hota ho\n, "" I upgraded my stand by phone from A1+ to A2+. I received this phone in great packaging. Delivery was fast. Phone seems a little better than A1+. I wish it would have Type C charging. Im surprised to see the camera quality, display and battery timing of this phone. A perfect phone in this range with very few compromises. Highly recommended.\n"",  Assalamu Alaikum, Thank God & Thanks Daraz Team & Wander/seller (XIAOMI). Good Packing & Short Delivery time. Original Product 100%. Recommended. Khushe hai ke AAZADI SALE mai itny Best Price main Redmi A2+ Offer kiya gya, Thanks Daraz app.\n,  I recently ordered a phone , and I must say it was a convenient experience. The website had a user-friendly interface, making it easy to browse and compare options. Placing the order was straightforward, and they provided clear shipping information. The phone arrived in good condition and on time. Overall, a hassle-free online phone shopping experience.\n,  received my order .The product is very good .I am satisfied with Daraz and the seller response is good .But LCS service is poor due to not deliver my parcel to me not to inform me and delivered my parcel any other address.\n,  Very good quality and design. Mobile is genuine and working fine so far. Delivery was quite quick and I received the mobile next day of ordering. price was competitive with market. thank you Daraz.\n,  Genuine product and good cell phone in this range .. got at the lowest price through HBL Mega Deal 👍 .. Properly packed and timely delivered .. Satisfied with the seller 🙂 .. Cheers 🙂 !! #11.11\n",765790e5-6262-4413-8f9c-cb94b094c704,0
https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4,Like New Phones - Used Apple iPhone X - Silver 64 GB - PTA Approved,Apple,97999,1,5,"highly recommend...\n,  highly recommend...\n,  highly recommend...\n",705be46b-fe99-4a12-9f50-cc2b8d611048,0
https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4,Like New Phones - Used Apple iPhone SE 2nd Gen (2020) - White 64 GB - PTA Approved,Apple,70999,2,5,"Totally satisfied with my purchase.\n,  I got good value for money and will definitely buy from them again. The phone is in perfect condition and is a genuine product. 1111\n,  Totally satisfied with my purchase.\n,  I got good value for money and will definitely buy from them again. The phone is in perfect condition and is a genuine product. 1111\n,  Totally satisfied with my purchase.\n,  I got good value for money and will definitely buy from them again. The phone is in perfect condition and is a genuine product. 1111\n",c2a84950-74ec-4c37-8ff6-e2dc934dc1fe,0
https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4,Redmi A2+ 3GB - 64GB 5000mAh 10W fast charging 6.52” HD+ Dot Drop display PTA Approved system active,Redmi,22099,85,4.7,""" The phone is original in good condition but the delivery system of daraz is very slow, In 2 weeks i got this mobile overall its a good phone. i will recommend\n"",  Original phone seller response is satisfactory delivery is a little late but overall a good experience . Thanks seller and daraz.\n, "" mobile was box packed looks new. lets see its working .. recommended and will update this after 6months\n"",  Original product received. Good product in reasonable price.\n,  Same product as shown in description amzaing\n,  Zabardast cheez...\n,  Mashallah... Thank you so much Daraz... Good Product Zabardast Product hai.. Outstanding Thanks Daraz.....❤️ #11 11 #11.11\n,  sooooper thanks to Daraz Seller\n,  Original mobile hai tech sirat ki warranty k sath pin pack delivered in time\n",98375766-a609-4335-a168-ba3ff1d10855,0
https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4,Redmi 12C 4GB RAM -64GB ROM PTA APPROVED OFFICIAL WARRANTY,Redmi,24999,10,4.5,"delivery was on time, but there was no mobile cover, no hand free also no screen cover found inside the box\n,  good 👍\n,  Everything Ok Original, Fine but Mobile is not delivered with full Safety\n,  good 👍\n,  \n,  \n,  \n,  \n,  \n",3f75a962-7aa2-4714-a5e0-6eaf88f690c6,0
"https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4, https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4","Redmi note 12 8GB RAM -128GB ROM PTA APPROVED OFFICIAL WARRANTY SUPER FAST CHARGING, None",Redmi,50499,110,3.2,"phone is damaged from edges, pictures uploaded\n,  Same As Described original product found in reasonable price than Market\n,  I ordered phone in black color but they sent me in Green color. After doing so, he stopped seeing my msgs. Such a ridiculous customer service. I’m completely disappointed over this.\n,  #11.11 Ordered grey colour but received green. Green is also a very good colour. Product is very good. The price is also very reasonable as compared to the market.\n,  Same As Described original product found in reasonable price than Market\n,  thanks 👍 good product 👍 colour black kaha tha but green Mila anyway so NYC colour fade\n,  so beautiful so elegant just looking like a waooo😔😔😔\n,  Best purchase of the year so far! great refresh rate and works seamlessly! Hope I can upgrade to the pro version.\n,  Product is good and reasonable. Delayed delivery.\n",cf0e67f4-b858-44e4-9923-031786abe622,1
https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4,Samsung A34 - 8GB/256GB - 6.6 inches Display - Android 13 - 5000mAh Battery,Samsung,103499,80,4.9,"#11.11 its my Best Purchase of 11 11 sale on Daraz .. Got a huge Discount of 12k From Daraz and HBL .. Box Pack .. Official PTA Approved .. Genuine Samsung Device .. Honestly i am really Greatful to Daraz for their efforts .. Delivering such Quality Services and Affordable Prices .. Original Product .. I for Sure Recommend the Seller and the Product .. Thank You Daraz .. 👍\n,  This phone is awesome. Properly packed, genuine product. fast delivery\n, "" I just received the mobile. There is no charging dock and hand free. I think both things will be there because its a very costly phone. Rest is okay. A little bit of delivery service is required to be upgrade by Draz\n"",  This phone is awesome. Properly packed, genuine product. fast delivery\n,  GOOD Experience. First it was sent by draz through a bike rider but when he came to know price of the shipment he refused to deliver it and hence attempted delivery became unsuccessful on11-11-2023. Later it was delivered next day through delivery van. Thanks to ALMIGHTY ALLAH that I have received it in original condition without any damage. Valuable shipment should be handled and delivered with great care in future.\n,  very nice and looked authentic 👍 but the delivery time was too late, I have got this after 8 days.\n,  it is a fantastic item it is awesome item\n,  Original Product. Fone is Good. Will update my review after using the fone for 7 days\n,  Good Quality samsung A34 and Best Daraz store\n",12d9862b-2fdc-401f-abed-f92631a09787,0
https://www.daraz.pk/products/like-new-phones-used-apple-iphone-x-silver-256-gb-pta-approved-i435087172-s2088535157.html?spm=a2a0e.searchlist.sku.2.4b404af4x2ZsjH&search=1,Like New Phones - Used Apple iPhone X - Space Gray 256 GB - PTA Approved,Apple,106999,1,5,None,bbc04f43-b654-459f-a04c-5f309c828727,0
https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4,,None,29999,71,4.8,"Dear Seller, The cell phone is the same as shown, and also, thanks for the quick delivery. Thums Up\n, "" well packed box pack ram 4+3 rom 128gb reason able price just 1 issue net of out of warranty status show ho raha hy\n"",  thankx daraz, thankx saller, boht fast delivery, Jo model order Kya same wohi mila aur deliver very very fast good 👍 packing\n,  Assalamu alaikum i happy to have that mobile thank you for discount seller service is very impressive deliver timely as they promised and there response was very quick thank you for your Service...\n,  السلام علیکم ماشاءاللہ مجھے موبائل مل گیا ھے بہت ہی شاندار موبائل ھے اور سیلر بھی بہت کوآپریٹیو ھے پیکنگ بھی زبردست تھی اور جو چیز منگوائی وہی بھیجی بہت شکریہ\n,  Recieved as promised by seller, i demanded blue color which was out of stock but the seller not only arranged it but sent it through TCS which delivered in two days only. Wish more sellers are like this on daraz. Highly recommended ✌️👌👍\n,  thankx daraz, thankx saller, boht fast delivery, Jo model order Kya same wohi mila aur deliver very very fast good 👍 packing\n,  both Acha phone ha seller both cooperative ha .......seller ne itni jaldi delivery Karwa di only in 2 days ...I really like it 🥰\n,  Ali Communication (Khanewal) delivered 100% genuine product Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty. MASHALLAH the supplier is really honest and I am really happy to receive it. Swift Delivery. Amazing Service. Highly recommended. JAZAKALLAH.\n",b8bc92b9-e962-4dfd-bb56-4e3fb19e2681,0
"https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4, https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4","Honor X5 Dual SIM 2GB RAM 32GB 4G 1Year Official Warranty, None",Honor,19999,74,4.7,"Amazing phone within the discounted price of #11.11 I would recommend everyone if you are looking to get the basics done alright and don’t want to spend too much this is the right choice. Quality is not cheap like other phones in this budget. However I do have one complaint as the phone down have a case in the box and no warranty card. #11.11\n,  i am using this mobile for 5 days now. best mobile for basic tasks like whatsapp call youtube etc. i received it on 11.11 sale at price 15k which is too good deal. everyone appriciate its look. working smooth and battery timing is too good. 👍\n,  Received Brand new box packed mobile. Quality Seems to be good. Performance is also fine. Excellent product, Original and value for Money.\n,  Received Brand new box packed mobile. Quality Seems to be good. Performance is also fine. Excellent product, Original and value for Money.\n,  Many thanks daraz team and same specs as in description and mobile is very well.. Its surprise gift to my mother and she is very happy after getting this 😍\n,  beautiful cell.. original honor x5 seal peck..\n,  nice products nice quality fast delivery\n,  Mashallah bhoot acha phone ha or as price ma bhoot he best ha Thanks bahi Allah pak khouss rhky ap ko🥰\n,  amazing product timely delivered highly recommend\n",6c851870-a6fd-4c67-bece-b11511fd7126,84
"https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4, https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4","SPARX NEO 7 ULTRA 6+128GB || 6.7"" DISPLAY || 5000mAh BATTERY || OCTA CORE PROCESSOR || FAST CHARGING || PTA APPROVED || ONE YEAR BRAND WARRANTY, None",SPARX,28999,84,4.5,"very very beautiful mobile ..i very happy.. price b okk.thanks daraz and seller ..thanku\n,  thank you Daraz. kam price m achi chiz. saller bht acha h. mobile bht acha h. jaisa dikha waisa paya\n,  #11.11 Wow! What a great mobile. The real thing is that seal pack, original, PTA approved, Under Warranty and all the accessory was included. Really appreciated to honest seller. This was my 1st time order of mobile phone and I was frightened but on receipt of mobile I joy and very very happy to see mobile. specifications are also same as describing.. Thanks seller and DARAZ\n,  very very beautiful mobile ..i very happy.. price b okk.thanks daraz and seller ..thanku\n, "" its fantastic very beautiful mobile and seller is very honest\n"",  use kr ka chk Kiya ha boht acha ha mbl phone delivery time hui ha colour boht pyra ha thanks seller\n,  wow what a phone im. surprised when i saw this phone infinix has no competetion with spark neo7 ultra its an amazing phone very impressive and build quality in this price range top class specialy camera believe u will be very happy to buy this phone dnt think read my. coment and order it .. thanks for comfortablr and safe service\n,  It was good experience seller is also cooperative. Recommended person.\n,  I ordered Blue colour Received Yellow colour...Baki Phone to ok hai market price Sy kafi Sasta Mila...11:11 sale Sy pin pack hi bahja...thank U daraz...Thank u Seller 🥰\n",58467e2d-17cb-45f9-924e-46cd32fb120f,215
https://www.daraz.pk/products/like-new-phones-used-apple-iphone-se-2nd-gen-2020-red-64-gb-pta-approved-i434297529-s2082868613.html?spm=a2a0e.searchlist.sku.2.26da955eirhyCn&search=1,Like New Phones - Used Apple iPhone SE 2nd Gen (2020) - Red 64 GB - PTA Approved,Apple,70999,1,5,"97% battery, scratch less, excellent condition, just like new.\n,  97% battery, scratch less, excellent condition, just like new.\n,  97% battery, scratch less, excellent condition, just like new.\n",15b9033f-e683-474a-ade5-1af6802100c2,0
https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4,Like New Phones - Used Apple iPhone X - Space Gray 64 GB - PTA Approved,Apple,97999,1,1,"Very bad product.. Bettry health is very bad within 2 days bettry health 80 sy 75 ai.. faulty iphone hy...\n,  Very bad product.. Bettry health is very bad within 2 days bettry health 80 sy 75 ai.. faulty iphone hy...\n,  Very bad product.. Bettry health is very bad within 2 days bettry health 80 sy 75 ai.. faulty iphone hy...\n",72882e24-aa89-455f-ab29-153a9cc95fc0,0
https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4,Samsung A14 6/128,Samsung,53999,104,4.3,"very fast delivery and origional sealed pack mobile I am satisfied\n,  سام سنگ 2023 کی بہترین پروڈکٹ ہے بہترین ڈسکاؤنٹ شکریہ\n,  not recommended, not a good set, camera not good,touch very poor, performance also poor, charger not included in box. be careful\n,  Allhamdullilah 🥰 Very Good mobile recieved on time good features but only concern is warranty because seller is not properly guiding about that\n,  سام سنگ 2023 کی بہترین پروڈکٹ ہے بہترین ڈسکاؤنٹ شکریہ\n,  Very nice mobile with fast delivery by daraz\n,  Buhat acha experience hy\n, "" amazing choice of phonenin this price range currently. bcz i used note 20 ultra before this and now using this A14. not big differencebof performance in this price. phone was well packed and new untouched. so dont hesitate to buy samsung A14, 6/128\n"",  Very satisfied with the delivery time and packaging. This was a gift to my mother and she is really happy\n",562df336-b4a8-4bae-a32d-e45032b4eb65,0
https://www.daraz.pk/catalog/?_keyori=ss&from=input&page=2&q=mobile%20phone&spm=a2a0e.home.search.go.35e34076eMvOJ4,Samsung A24 8GB+128GB,Samsung,72999,92,4.6,"It was an absolutely amazing experience. ordered on the 17th-October night and got it around 01-pm afternoon on 18th-October in less than 12 hours. As far as the product is concerned, Samsung is always a great experience as I have been a user of it since the beginning of the Android era back in 2010. Thanks, Daraz and seller, for extreme level service. Daraz is a highly recommended e-commerce platform of Pakistan from 2016 to till date, never disappointed me with services.\n,  Perfect packing timely delivery original product 100% Authentic excellent experience Highly recommended for those who afraid to buy costly items online . thanx seller n Daraz.\n,  Excellent 👌\n,  Genuine Product ❤️❤️❤️ Thanks Seller 😊🤩🤩 Thanks Daraz 👍👍\n,  Awesome mobile excellent service by\n,  ماشاءاللہ جس رنگ میں آرڈر کیا تھا وہی ملا ہے اور موبائل ڈبہ پیک تھا جو اپنے ہاتھ سے کھولا اور آج سے ہی وارنٹی شروع ہوئی، ڈیلیور بھی وقت سے پہلے ہوا۔شکریہ سیلر\n,  I am very Happy. the phone is great and delivered within 2 days. thanks\n,  Orginal stuff. Satisfied!\n,  genuine sealed product, warranty started after i started using it. 1st very good online experience on mobile. always check authentic brand verified from daraz.\n",38eda4cc-0831-44fd-a332-1dfd4c934349,0
